0x39592f5a82f86c67fde328d91227eb06d9405866,701.2
0x2d03f2b283fc90da454383afa8080293c8336448,100
0x873524fbad9d14ba8cad3da224613d76fc9321cc,10
0x93f0930d837ff1a57256c73d92ad4e95d1e52743,400
0x7e1ff06fc9adaca7383560f3d674c6b686aef67e,2360
0xf14fc29a5a686c112df2780427fb25c1e44ed84a,4.208642046931169
0xdd7c40ad9dd3ba5708e3cc6deb90fcfc37933e09,608.7358917465409
0x3c97a486faa8559ef4e1d6d46cf156bb86aa656d,200
0x30503b9f80b2de41641563cf45cff10424a8eeeb,211.13006542456606
0xff90d66d41fc97b223e8005dba51635b5d49632b,7385.450337616923
0xf99983c1b128b87bed9ae10ec19df12fefdeb822,40
0x534fcb27893e93a6e4e59c670d322ee00a2599d5,16.558081469474267
0x52ba64ec2632fece3b5bf3cc8d9e8fe3b275ca9a,40
0x7483d1cbf82e9287885726bc12107dc5352cdd38,365
0x4a2cde37bed286b55604d947f717f9e7013b23ec,400
0x7e8c5cf8aceb9569a3de126ca429ed7716e7de4e,524.034053588017
0x88ef97d3898a785eff1022bed59434182c9edfc5,100
0x1f0aef221b865213af9214cd6b4debfbc4ec4c1d,400
0xcb21abb18fbdf5ae6e4db8f2f7b390577d04bdf4,28
0x461783a831e6db52d68ba2f3194f6fd1e0087e04,1913.1176333114909
0xe2d128323cf7560a6e7a82726d7b425aedc7a556,3856
0x04661d1e0a5c6d8436ca58de116d524a66eeeede,23.97855994265065
0xc8a29e09ef16f3fb3a24ccbb6e6c7b621ee2669f,400
0x6ff0be40314fdf5e07bcba38c69be4955d5e6197,1962.2602144005734
0x43196c7478e3937134308389146465280bf7bc8a,100
0x52262b6031dd5b496ef051278ea5f71d2c24f178,108.368401917916
0x8cdbdb4a43cafa26211f02263821ca9a0332d76f,1034.3378363898305
0xdd4db6de516da7391745a9017f2a231a5a38dfe0,300
0xc9ebcc2330c68ae1cb74a11641832c74eb86fbfc,200
0xac4e1e52b7638c1795c36cf384bf49777cef4dd5,60
0x2b1b269e56ea326f18bb65f1f5ddccab7ef5f62d,1000
0xe38ef7739775ec8c9ad62b759eb6aa9f047d84ed,4.433267457554988
0x18fc6e5341d57c757659b888db134c2eb366e97b,50.6204
0x76e6e2e9ca0ee9a2bb4148566791fd6f2feeac32,10
0x6969ecd635a4c155dc8cd1347a5365603cf77b4c,70
0x80acf755b3967e42f659d78972c989c68cc33dfa,1937.463162671179
